Entity,Year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Financial flows to developing countries (US $),Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density\n(P/Km2),Land Area(Km2),Latitude,Longitude
Zambia,2020,44.524475,10.4,138.23,,,2,0,13.1,86.75497,3099.083,,,,-2.785055065,985.132436,25,752618,-13.133897,27.849332
Papua New Guinea,2017,54.4,8.8,39.5,830000,54.45,2.99,0,1.27,29.812204,3098.1384,4.93,7610.000134,,3.534610818,2695.249009,20,462840,-6.314993,143.95555
Zimbabwe,2017,44.178635,29.8,62.33,5570000,82.46,3.05,0,4.3,58.503407,3068.0115,9.51,10340.00015,,4.709492179,1235.189032,38,390757,-19.015438,29.154857
Mozambique,2016,26.246521,4.2,79.54,55930000,78.2,2.82,0,15.71,84.78143,3067.1821,12.7,7280.00021,,3.824214319,428.9266729,40,799380,-18.665695,35.529562
Djibouti,2017,60.2,9,0.38,1730000,24.13,0.06,0,0,0,3036.1372,2.17,419.9999869,,5.403099843,2914.358197,43,23200,11.825138,42.590275
Zimbabwe,2019,46.781475,30.1,81.4,250000,81.5,3.66,0,4.58,55.582527,3003.6553,10.47,11760.00023,,-6.144236314,1316.740657,38,390757,-19.015438,29.154857
Mozambique,2017,24.3,4.35,77.93,52490000,78.9,2.63,0,14.16,84.33591,2985.2324,12.31,7210.000038,,3.741317593,461.4150941,40,799380,-18.665695,35.529562
Zambia,2019,43,11.2,142.11,78570000,84.5,2.05,0,12.62,86.0259,2983.8816,7.09,6800.000191,,1.441306026,1305.001031,25,752618,-13.133897,27.849332
Cambodia,2017,89.07,25.5,66.17,3750000,56.25,3.7,0,3.07,45.34712,2950.2996,4.59,12689.99958,,6.996903699,1385.260066,95,181035,12.565679,104.990963
Vanuatu,2020,67.33327,7.6,37.84,,,0.05,0,0.02,28.571428,2923.538,,,,-6.813991132,2870.0893,25,12189,-15.376706,166.959158
Bangladesh,2019,92.2,23.4,2.93,137390000,24.75,78.37,0,1.14,1.4337819,2916.3176,2.36,90739.99786,0.6751287,8.152684149,1855.740094,"1,265",148460,23.684994,90.356331
Congo,2019,48.407475,32.6,42.16,90000,68.67,2.72,0,0.94,25.68306,2873.82,6.55,,,,,18,2345409,-4.1128,13.7289
Djibouti,2019,61.21193,9.5,0.37,26860000,27.92,0.06,0,0,0,2848.7866,1.89,419.9999869,,7.770497257,3414.916178,43,23200,11.825138,42.590275
Zambia,2016,35.425453,13.4,148.58,109510000,83.07,0.65,0,10.97,94.4062,2846.699,7.33,5320.000172,,3.776679146,1280.806543,25,752618,-13.133897,27.849332
Cambodia,2016,69.54431,22.7,62.07,156640000,58.01,2.62,0,2.81,51.749542,2828.744,4.74,11069.99969,,6.933313973,1269.591499,95,181035,12.565679,104.990963
Ghana,2016,79.3,21.8,57.24,505230000,45.22,5.84,0,5.56,48.77193,2814.9978,2.96,16069.99969,,3.37346575,1971.956935,137,238533,7.946527,-1.023194
Ghana,2017,79,21.9,56.3,7910000,44.43,7.17,0,5.67,44.15888,2757.9565,2.75,17010.00023,,8.128894881,2074.290733,137,238533,7.946527,-1.023194
Senegal,2019,70.4,24.7,15.1,68930000,37.2,4.45,0,0.72,13.926498,2753.3909,3.67,10619.99989,,4.402406836,1430.148259,87,196722,14.497401,-14.452362
Benin,2018,39.246918,4.2,0.3,1940000,43.97,0.19,0,0,0,2736.8003,6.05,7420.000076,,6.697259461,1241.825298,108,112622,9.30769,2.315834
Bangladesh,2020,96.2,25,3.12,,,74.41,0,1.31,1.7300581,2730.078,,,0.6580818,3.509135882,1961.613749,"1,265",148460,23.684994,90.356331
Djibouti,2020,61.767082,9.65,0.37,,,0.05,0,0,0,2701.7908,,,,0.5,3425.484176,43,23200,11.825138,42.590275
Mauritania,2016,41.321617,43.3,16.61,178260000,31.66,0.92,0,0.29,23.966942,2687.6682,2.68,3259.99999,,1.260909224,1536.854888,5,1030700,21.00789,-10.940835
Sudan,2016,48.849403,47.9,45.29,40000,59.52,5.6,0,8.5,60.283688,2684.0552,4.7,21129.99916,,3.467642184,1069.839957,25,1861484,12.862807,30.217636
Zimbabwe,2020,52.74767,30.4,80.61,30000,81.9,3.4,0,4.19,55.204216,2680.1318,10,,,-6.248748224,1214.50982,38,390757,-19.015438,29.154857
Vanuatu,2017,62.8,8.4,34.78,17770000,36.13,0.05,0,0.01,16.666668,2661.3218,3.33,170.0000018,,6.315604199,3082.475083,25,12189,-15.376706,166.959158
Sudan,2017,50.75472,49.8,48.14,10000,60.47,5.45,0,9.77,64.19186,2654.5432,4.5,20959.99908,,0.709256285,1011.521216,25,1861484,12.862807,30.217636
Kiribati,2017,86.176445,7.2,25.07,,41.15,0.03,0,0,0,2644.3162,6.14,90.00000358,,0.889757537,1640.571205,147,811,1.8368976,-157.3768317
Bangladesh,2018,91.8,21.9,2.72,235500000,26.88,72.56,0,1.4,1.8929151,2630.0278,2.3,83449.99695,0.7471175,7.86375358,1698.132081,"1,265",148460,23.684994,90.356331
Kiribati,2018,88.103165,8.2,24.71,860000,41.03,0.03,0,0,0,2619.8926,6.03,90.00000358,,3.775954286,1727.845001,147,811,1.8368976,-157.3768317
Kiribati,2019,90.03285,9.1,24.33,,41.03,0.03,0,0,0,2592.4326,5.93,90.00000358,,3.926445438,1601.861869,147,811,1.8368976,-157.3768317
Sudan,2018,52.447002,51.3,50.68,2470000,61.27,5.82,0,10.08,63.39623,2554.7512,4.47,20860.00061,,-2.68093055,740.746767,25,1861484,12.862807,30.217636
Senegal,2018,66,25.2,10.91,83950000,36.15,3.97,0,0.7,14.989293,2541.6353,3.48,10180.00031,,6.209241034,1458.069093,87,196722,14.497401,-14.452362
Benin,2017,34.5,4.2,0.3,257820000,45.38,0.31,0,0,0,2540.225,6.11,6869.999886,,5.671555469,1136.593872,108,112622,9.30769,2.315834
Senegal,2020,70.36894,24.2,14.69,,,4.23,0,1,19.120459,2532.4126,,,,1.499763427,1471.830962,87,196722,14.497401,-14.452362
Benin,2020,41.410957,4,0.28,,,0.22,0,0.01,4.347826,2518.621,,,,3.8487924,1291.040972,108,112622,9.30769,2.315834
Senegal,2017,61.7,25.9,8.56,8550000,37.93,3.9,0,0.58,12.946428,2509.5967,3.65,9800.000191,,7.407486186,1361.701972,87,196722,14.497401,-14.452362
Myanmar,2016,55.6,21.8,63.07,3870000,69.25,7.53,0,10.02,57.094025,2501.5964,3.45,21860.00061,,10.50778078,1136.610665,83,676578,21.916221,95.955974
Bangladesh,2017,88,20.6,2.65,246620000,28.36,67.59,0,1.32,1.9155419,2494.115,2.5,79339.99634,0.8946443,7.284174423,1563.767819,"1,265",148460,23.684994,90.356331
Nigeria,2016,59.3,6.85,11.51,61810000,82.02,23.89,0,8.12,25.367075,2488.9058,6.36,110830.0018,,-1.61686895,2176.002772,226,923768,9.081999,8.675277
Nigeria,2019,55.4,12.9,10.69,1172580000,81.4,23.16,0,8.49,26.824644,2482.8318,6.39,115279.9988,,2.208429277,2229.858652,226,923768,9.081999,8.675277
Benin,2016,37.095245,4.3,0.31,1280000,45.42,0.25,0,0,0,2467.0088,6.22,6739.999771,,3.339673426,1087.287331,108,112622,9.30769,2.315834
Nigeria,2018,56.5,10.7,10.93,94760000,82.28,24.11,0,7.74,24.301413,2461.8206,6.16,109889.9994,,1.922757342,2027.778549,226,923768,9.081999,8.675277
Sudan,2019,53.96254,53.6,49.61,207170000,62.23,5.98,0,10.33,63.33538,2459.3628,4.62,20620.00084,,-2.178251045,610.9278615,25,1861484,12.862807,30.217636
Mozambique,2019,29.67445,4.8,76.16,188450000,78.08,3.65,0,15.06,80.49172,2446.9106,11.93,7500,,2.31460601,506.6416391,40,799380,-18.665695,35.529562
Vanuatu,2016,57.82,8.8,33.43,,33.4,0.05,0,0.02,28.571428,2445.8684,3.71,180.0000072,,4.688677823,2805.66532,25,12189,-15.376706,166.959158
Nigeria,2020,55.4,15,10.44,,,21.98,0,7.75,26.067945,2445.0652,,,,-1.794253082,2097.092473,226,923768,9.081999,8.675277
Senegal,2016,64.5,26.5,4.47,319870000,36.72,3.68,0,0.49,11.750599,2429.8923,3.93,10130.00011,,6.356068572,1269.903294,87,196722,14.497401,-14.452362
Kiribati,2020,91.96303,9.9,23.96,,,0.03,0,0,0,2417.654,,,,-1.947556647,1653.540297,147,811,1.8368976,-157.3768317
Benin,2019,40.32869,4,0.29,40000,46.47,0.19,0,0.01,5,2416.162,5.69,7300.000191,,6.865687336,1219.515506,108,112622,9.30769,2.315834
Bangladesh,2016,75.92,19.3,2.52,418430000,30.49,63.57,0,1.27,1.9586676,2415.728,2.61,74379.99725,0.8060975,7.113478213,1401.564635,"1,265",148460,23.684994,90.356331
Mozambique,2018,31.1,4.6,77.05,9130000,79.57,2.94,0,13.88,82.52081,2383.0244,12.07,6949.999809,,3.44381384,503.3179252,40,799380,-18.665695,35.529562
Kiribati,2016,92.799614,6.5,25.43,0,46.49,0.03,0,0,0,2381.1416,5.28,70.0000003,,5.137719245,1584.738015,147,811,1.8368976,-157.3768317
Congo,2020,49.5171,34.9,41.1,,,2.87,0,0.96,25.065275,2379.556,,,,,,18,2345409,-4.1128,13.7289
Sudan,2020,55.3897,54.7,48.44,,,5.68,0,10.79,65.513054,2378.228,,,,-3.629805626,486.4188163,25,1861484,12.862807,30.217636
Nigeria,2017,54.4,8.7,11.21,5202310000,82.32,25.06,0,7.72,23.550947,2358.808,6.31,108500,,0.80588662,1968.565398,226,923768,9.081999,8.675277
Lesotho,2017,33.7,38.1,35.91,,39.62,0,0,0.54,100,2253.6167,8.38,699.9999881,,-3.141949946,1102.94441,71,30355,-29.609988,28.233608
Mozambique,2020,30.603832,5.1,73.99,,,3.49,0,15.85,81.9545,2248.653,,,,-1.233905711,448.5442807,40,799380,-18.665695,35.529562
Lesotho,2019,44.50021,39.3,35.34,13520000,39.47,0,0,0.5,100,2188.859,8.14,769.9999809,,-0.381431982,1113.37214,71,30355,-29.609988,28.233608
Lesotho,2018,47,38.7,35.63,840000,40.22,0,0,0.54,100,2182.0183,8.08,730.0000191,,-1.223137311,1192.48432,71,30355,-29.609988,28.233608
Papua New Guinea,2020,60.4,9.4,37.26,,,3.36,0,1.28,27.586208,2163.8704,,,,-3.5,2757.21753,20,462840,-6.314993,143.95555
Lesotho,2016,35.07159,37.4,36.2,0,43.55,0,0,0.52,100,2142.4592,7.81,689.9999976,,3.588364597,1018.931093,71,30355,-29.609988,28.233608
Solomon Islands,2016,58.327194,8.6,5.26,7100000,48.7,0.1,0,0,0,2124.6658,4.66,360.0000143,,5.879864636,2225.486842,25,28896,-9.64571,160.156194
Solomon Islands,2018,66.17976,8.9,5.56,20550000,48.64,0.1,0,0,0,2107.609,4.28,360.0000143,,3.94424955,2411.862926,25,28896,-9.64571,160.156194
Lesotho,2020,47.352737,40.1,35.06,,,0,0,0.5,100,2092.5305,,,,-9.614037019,875.353433,71,30355,-29.609988,28.233608
Solomon Islands,2017,62.9,8.6,5.71,163010000,48.98,0.1,0,0,0,2061.452,4.4,349.999994,,5.343587695,2332.844216,25,28896,-9.64571,160.156194
Kenya,2018,61.284573,16,39.49,220980000,72.47,1.46,0,9.79,87.022224,2047.2719,5.26,17489.99977,,5.62910144,1794.091175,94,580367,-0.023559,37.906193
Solomon Islands,2019,69.80942,9.2,5.42,46400000,48.39,0.1,0,0,0,2027.3756,4.27,360.0000143,,1.204049986,2344.048976,25,28896,-9.64571,160.156194
Kenya,2016,53.1,13,32.88,701120000,70.94,1.43,0,8.26,85.24252,1966.5875,5.62,19110.00061,,4.213517068,1525.235192,94,580367,-0.023559,37.906193
Kenya,2019,69.7,17.7,41.67,165780000,68.08,1.25,0,10.24,89.12098,1946.3412,5.31,22280.00069,,4.981132628,1912.647867,94,580367,-0.023559,37.906193
Kenya,2017,55.97641,14.4,32.56,301210000,71.3,2.29,0,8.41,78.59813,1939.6578,5.56,18979.99954,,3.815506427,1633.491216,94,580367,-0.023559,37.906193
Kenya,2020,71.43794,19.5,40.74,,,0.92,0,10.83,92.17021,1902.1184,,,,-0.316182729,1878.580703,94,580367,-0.023559,37.906193
Solomon Islands,2020,73.34648,9.1,5.28,,,0.1,0,0,0,1877.3191,,,,-4.317260027,2250.601164,25,28896,-9.64571,160.156194
Cameroon,2016,59.808777,22.2,30.99,77450000,78.78,2.58,0,4.34,62.716763,1785.7306,4.65,9079.999924,,4.535794236,1413.255957,56,475440,7.369722,12.354722
Cameroon,2017,61.030865,22.2,30.28,171120000,79.17,2.78,0,5.06,64.54082,1763.4426,4.53,9170.000076,,3.541176549,1469.4475,56,475440,7.369722,12.354722
Cameroon,2020,64.72137,21.9,29.82,,,2.84,0,5.45,65.74186,1758.1206,,,,0.491914742,1537.130218,56,475440,7.369722,12.354722
Nepal,2018,93.92,32.3,39.61,14870000,74.27,0,0,4.99,100,1753.6006,5.68,15189.99958,,7.622376105,1178.525932,203,147181,28.394857,84.124008
Cameroon,2018,62.2,22.1,29.6,934680000,79.25,3.29,0,4.99,60.265697,1746.7549,4.43,9590.000153,,3.95551424,1585.240534,56,475440,7.369722,12.354722
Cameroon,2019,63.48988,22.2,30.59,7360000,79.41,2.99,0,5.36,64.19161,1720.2494,4.33,9430.000305,,3.475059979,1533.095688,56,475440,7.369722,12.354722
Nepal,2019,89.9,33.6,43.08,332730000,77.39,0,0,6.26,100,1700.5831,5.23,13449.99981,,6.657055428,1194.956876,203,147181,28.394857,84.124008
Comoros,2019,84.297775,7.8,1.7,,53.43,0.1,0,0,0,1685.7296,3.19,319.9999928,,1.75532828,1401.542312,467,2235,-11.6455,43.3333
Nepal,2020,89.9,34.8,46.78,,,0,0,6.33,100,1677.7975,,,,-2.088378695,1155.142854,203,147181,28.394857,84.124008
Nepal,2017,87.89635,31.4,35.95,10640000,76.41,0,0,4.72,100,1614.7568,5.76,12479.99954,,8.977279356,1048.453755,203,147181,28.394857,84.124008
Comoros,2018,81.85891,7.3,1.74,,55.01,0.09,0,0,0,1593.2856,3.12,300.0000119,,3.642525019,1428.290463,467,2235,-11.6455,43.3333
Comoros,2020,86.73714,8.4,1.66,,,0.13,0,0,0,1578.0629,,,,-0.128835488,1420.661747,467,2235,-11.6455,43.3333
Comoros,2017,79.423004,6.8,1.78,11180000,56.42,0.09,0,0,0,1492.4838,3.06,280.0000012,,3.815702113,1323.814843,467,2235,-11.6455,43.3333
Yemen,2019,72.751076,61.3,8.57,1200000,3.11,2.93,0,0.48,14.076246,1475.9852,,,,,,56,527968,15.552727,48.516388
Yemen,2016,68.859505,61.2,2.94,,2.48,4.36,0,0.16,3.539823,1432.5522,,,,,,56,527968,15.552727,48.516388
Nepal,2016,90.7,30.2,31.09,29030000,79.2,0,0,4.23,100,1426.1302,5.93,10409.99985,,0.433113719,899.523581,203,147181,28.394857,84.124008
Guinea,2020,44.66868,1.9,29.06,,,0.71,0,2.49,77.8125,1356.6588,,,,6.988559971,1194.037865,53,245857,9.945587,-9.696645
Haiti,2018,44.962345,4.3,7.24,750000,76.25,0.8,0,0.2,20,1325.5319,5.78,3289.999962,,1.667810955,1479.345827,414,27750,18.971187,-72.285215
Haiti,2016,40.4,4,5.37,8670000,76.13,0.95,0,0.07,6.8627453,1314.9376,5.7,3359.999895,,1.812468078,1290.380508,414,27750,18.971187,-72.285215
Togo,2019,52.36311,9.25,8.92,1150000,76.21,0.45,0,0.25,35.714287,1304.0579,8.02,2369.999886,,5.459921448,893.3524541,152,56785,8.619543,0.824782
Yemen,2017,79.2,61.35,3.59,10000,2.8,3.63,0,0.19,4.973822,1288.8767,,,,,,56,527968,15.552727,48.516388
Haiti,2017,43.74927,4.1,5.35,26180000,76.17,0.87,0,0.13,13,1287.2642,5.68,3329.999924,,2.510271345,1369.063734,414,27750,18.971187,-72.285215
Guinea,2016,33.5,1.1,32.5,140760000,75.29,0.51,0,1.1,68.32298,1285.7498,5.91,2819.999933,,10.82062144,732.2915119,53,245857,9.945587,-9.696645
Guinea,2017,35.4,1.2,31.62,130000,71.96,0.54,0,1.23,69.49152,1261.2085,5.66,3339.999914,,10.30000049,855.5752706,53,245857,9.945587,-9.696645
Togo,2018,50,8.6,8.89,17710000,75.08,0.36,0,0.21,36.842106,1253.3207,8.48,2309.999943,,4.9762131,901.5230169,152,56785,8.619543,0.824782
Mali,2018,50.9,0.9,19.63,20870000,76.61,1.97,0,1.56,44.192635,1243.7677,4.76,5469.99979,,4.746484327,894.8047765,17,1240192,17.570692,-3.996166
Mali,2017,34.78,0.9,20.23,7520000,76.37,1.64,0,1.65,50.151978,1234.1934,4.9,5179.999828,,5.305456084,830.0215153,17,1240192,17.570692,-3.996166
Mali,2019,47.836277,0.9,19.06,44950000,76.64,2.15,0,1.17,35.240963,1231.7151,4.59,5829.999924,,4.756160808,879.0431873,17,1240192,17.570692,-3.996166
Guinea,2019,42.2,1.6,29.88,819800000,65.44,0.75,0,1.31,63.592236,1201.7898,5.57,3950.000048,,5.646175568,1058.143368,53,245857,9.945587,-9.696645
Comoros,2016,76.99304,6.3,1.82,10000,60.5,0.05,0,0,0,1189.0542,2.79,219.9999988,,3.320680025,1273.050952,467,2235,-11.6455,43.3333
Liberia,2016,17.7,0.4,5.68,10240000,82.66,0.38,0,0,0,1187.8451,13.92,1409.999967,,-1.554958617,740.914906,53,111369,6.428055,-9.429499
Haiti,2019,45.990234,4.4,7.15,39510000,76.4,0.85,0,0.17,16.666666,1184.3462,5.8,3319.999933,,-1.684595081,1312.770636,414,27750,18.971187,-72.285215
Mali,2016,38.78982,0.9,20.75,50960000,76.16,1.15,0,1.62,58.483753,1172.1898,5.02,4670.000076,,5.852299199,780.7235695,17,1240192,17.570692,-3.996166
Yemen,2018,62,61.5,8.77,55730000,3.6,2.82,0,0.48,14.545455,1170.7261,,,,,,56,527968,15.552727,48.516388
Togo,2020,53.997433,10.1,8.72,,,0.43,0,0.15,25.862072,1152.5186,,,,1.752824967,914.9507925,152,56785,8.619543,0.824782
Mali,2020,50.561417,0.9,20.98,,,2.04,0,1.16,36.25,1142.8834,,,,-1.235450447,862.4530188,17,1240192,17.570692,-3.996166
Togo,2016,46.76501,7.3,9.15,50000,80.65,0.23,0,0.2,46.511627,1134.5723,9.36,2299.999952,,5.559079305,803.1518934,152,56785,8.619543,0.824782
Liberia,2018,22.879133,0.4,19.63,6590000,87.06,0.32,0,0,0,1122.4692,13.59,1129.999995,,1.157575122,710.2659984,53,111369,6.428055,-9.429499
Guinea,2018,45,1.4,30.74,1139600000,69.88,0.73,0,0.76,51.00671,1122.0997,5.51,3750,,6.358491927,955.1112811,53,245857,9.945587,-9.696645
Liberia,2019,23.1,0.4,19.16,37570000,87.24,0.31,0,0,0,1100.8312,14.33,1179.999948,,-2.467297635,672.3404992,53,111369,6.428055,-9.429499
Yemen,2020,73.75793,61.5,8.48,,,2.74,0,0.49,15.170279,1092.0021,,,,,,56,527968,15.552727,48.516388
Togo,2017,48,8,8.98,0,77.73,0.56,0,0.21,27.272728,1072.4285,8.26,2069.999933,,4.347748238,830.7452767,152,56785,8.619543,0.824782
Liberia,2020,27.53471,0.4,18.7,,,0.36,0,0.53,59.55056,1030.0463,,,,-2.982916281,632.9363856,53,111369,6.428055,-9.429499
Gambia,2016,56.327408,1.9,1.58,,48.62,0.29,0,0,0,1008.46924,3.45,,,,,239,11300,13.466666,-16.56666666
Liberia,2017,24.2,0.4,20.08,46280000,84.77,0.37,0,0,0,1007.256,13.66,1279.999971,,2.45515592,721.085044,53,111369,6.428055,-9.429499
Gambia,2017,56.2,1.9,1.53,25390000,48.02,0.3,0,0,0,998.2301,3.29,,,,,239,11300,13.466666,-16.56666666
Gambia,2018,60.3,1.8,1.49,64770000,49.01,0.31,0,0,0,978.7463,3.08,,,,,239,11300,13.466666,-16.56666666
Haiti,2020,46.925533,4.5,7.06,,,0.81,0,0.11,11.956522,977.08136,,,,-3.343372612,1272.367992,414,27750,18.971187,-72.285215
Gambia,2019,62.1,1.8,1.45,11870000,49.24,0.3,0,0,0,972.6679,2.97,,,,,239,11300,13.466666,-16.56666666
Burkina Faso,2018,14.4,9.5,4.8,35120000,66.97,1.42,0,0.23,13.939394,950.3871,4.6,4670.000076,,6.604569068,804.5005378,76,274200,12.238333,-1.561593
Burkina Faso,2019,18.374855,10.1,4.81,45840000,64.85,1.51,0,0.21,12.209302,946.95734,4.49,5000,,5.688115149,796.1152068,76,274200,12.238333,-1.561593
Eritrea,2019,50.936993,9.2,5.94,,73.67,0.43,0,0.01,2.2727273,936.4785,,879.9999952,,,,35,117600,15.179384,39.782334
Guinea-Bissau,2016,22.968792,1.1,0.17,410000,86.73,0.08,0,0,0,928.79553,9.33,310.0000024,,6.262805638,661.4578387,70,36125,11.803749,-15.180413
Afghanistan,2018,96.616135,30.9,9.55,70100000,17.96,0.2,0,0.97,82.90598,924.25085,2.44,6070.000172,,1.189228128,485.6684187,60,652230,33.93911,67.709953
Ethiopia,2019,48.06359,7,39.71,56700000,88.92,0.01,0,14.22,99.929726,921.99115,7.53,18360.00061,,8.364085699,855.7608852,115,1104300,9.145,40.489673
Gambia,2020,62.273067,1.7,1.4,,,0.29,0,0,0,905.3456,,,,,,239,11300,13.466666,-16.56666666
Eritrea,2020,52.171097,9.3,6.49,,,0.41,0,0.01,2.3809524,881.5875,,,,,,35,117600,15.179384,39.782334
Burkina Faso,2020,18.95724,10.6,4.68,,,1.43,0,0.21,12.804878,878.9815,,,,1.93032489,857.9327297,76,274200,12.238333,-1.561593
Burkina Faso,2017,17.214043,9,4.15,20820000,69.08,1.48,0,0.16,9.756098,878.57794,4.72,4269.999981,,6.203489411,734.996268,76,274200,12.238333,-1.561593
Eritrea,2018,49.703384,9.1,5.37,30000,74.03,0.42,0,0.01,2.3255813,876.1487,,850.0000238,,,,35,117600,15.179384,39.782334
Afghanistan,2016,97.7,28.6,9.87,860000,19.92,0.15,0,1.06,87.603294,862.79114,2.24,5300.000191,,2.260314201,512.0127781,60,652230,33.93911,67.709953
Ethiopia,2020,51.093983,7.8,40.99,,,0.01,0,14.22,99.929726,860.0999,,,,6.056617792,936.3404611,115,1104300,9.145,40.489673
Uganda,2018,41.92,0.6,21.23,542660000,90.07,0.31,0,4,92.80743,841.20447,10.17,5860.000134,,6.303923781,770.6007843,229,241038,1.373333,32.290275
Afghanistan,2017,97.7,29.7,9.79,50330000,19.21,0.18,0,1.09,85.826775,829.31195,2.3,4780.00021,,2.647003202,516.6798622,60,652230,33.93911,67.709953
Ethiopia,2018,44.9406,6.2,40.75,33800000,89.42,0.01,0,13.78,99.92748,823.5834,7.88,17239.99977,,6.816147797,771.5248663,115,1104300,9.145,40.489673
Uganda,2019,41.3,0.5,26.59,66480000,90.22,0.09,0,4.24,97.92147,811.62756,9.98,5860.000134,,6.438745034,798.5857341,229,241038,1.373333,32.290275
Ethiopia,2016,42.9,4.9,25.57,54100000,90.49,0.01,0,12.46,99.91981,807.2398,8.72,14970.00027,,9.433482658,717.1248698,115,1104300,9.145,40.489673
Uganda,2017,32.521152,0.6,20.08,91700000,90.76,0.26,0,3.65,93.35038,804.89435,10.3,5170.000076,,3.131405518,746.8307529,229,241038,1.373333,32.290275
Afghanistan,2019,97.7,31.9,9.58,4620000,18.51,0.18,0,0.89,83.17757,802.61255,2.41,6079.999924,,3.911603419,494.1793499,60,652230,33.93911,67.709953
Ethiopia,2017,44.3,5.45,41.03,361270000,90.22,0.01,0,13.12,99.923836,794.97723,8.2,15819.99969,,9.564189643,768.5230154,115,1104300,9.145,40.489673
Burkina Faso,2016,16.641056,8.7,2.3,29290000,72.27,1.39,0,0.16,10.322581,780.0771,4.76,3700.000048,,5.957976708,688.2506963,76,274200,12.238333,-1.561593
Eritrea,2017,48.472744,9.2,3.23,,75.37,0.4,0,0.01,2.4390244,778.28644,,720.0000286,,,,35,117600,15.179384,39.782334
Uganda,2020,42.074417,0.5,25.89,,,0.13,0,4.32,97.07866,766.4143,,,,2.951306422,822.0276815,229,241038,1.373333,32.290275
Uganda,2016,26.7,0.7,19.76,187710000,90.83,0.29,0,3.48,92.30769,765.0577,10.16,4949.999809,,4.781000291,736.5598474,229,241038,1.373333,32.290275
South Sudan,2019,6.707007,0,0.06,100000,26.65,0.55,0,0.01,1.7857143,747.48596,,1700.000048,,,,18,644329,6.8769919,31.3069788
Guinea-Bissau,2017,26,1.1,0.17,3370000,86.8,0.08,0,0,0,733.6317,8.91,310.0000024,,5.919176626,738.5499449,70,36125,11.803749,-15.180413
Guinea-Bissau,2018,28.495056,1.2,0.62,4510000,86.59,0.08,0,0,0,719.8099,8.93,319.9999928,,1.283736703,802.7673851,70,36125,11.803749,-15.180413
Eritrea,2016,47.24804,9,2.68,,77.31,0.34,0,0,0,715.03436,,660.0000262,,,,35,117600,15.179384,39.782334
South Sudan,2020,7.2413383,0,0.06,,,0.53,0,0.01,1.8518518,703.1351,,,,,,18,644329,6.8769919,31.3069788
Guinea-Bissau,2019,30.961557,1,0.61,230000,86.24,0.08,0,0,0,703.1273,8.59,330.0000131,,4.499999992,749.453747,70,36125,11.803749,-15.180413
Afghanistan,2020,97.7,33.2,9.35,,,0.12,0,0.68,85,702.888,,,,-2.351100673,516.7478708,60,652230,33.93911,67.709953
South Sudan,2016,5.1173677,0,0.04,30000,28.79,0.49,0,0,0,698.3854,,1730.000019,,,,18,644329,6.8769919,31.3069788
Madagascar,2016,22.9,0.9,7.03,22530000,83.85,1.12,0,0.9,44.554455,691.3689,7.86,3180.000067,,3.993146064,475.9555568,48,587041,-18.766947,46.869107
Madagascar,2019,31.04,0.9,7.31,43730000,82.77,1.1,0,0.91,45.273632,678.70404,8.56,4119.999886,,4.41123213,522.9895243,48,587041,-18.766947,46.869107
South Sudan,2018,6.1731696,0,0.05,280000,28.65,0.55,0,0.01,1.7857143,671.7575,,1549.999952,,,,18,644329,6.8769919,31.3069788
Guinea-Bissau,2020,33.33547,1.1,0.59,,,0.08,0,0,0,656.3425,,,,-2.399999999,727.5201717,70,36125,11.803749,-15.180413
South Sudan,2017,4.2,0,0.04,300000,28.63,0.51,0,0,0,635.4426,,1519.999981,,,,18,644329,6.8769919,31.3069788
Madagascar,2017,24.1,0.9,6.93,27120000,81.32,1.4,0,0.8,36.363636,617.7024,8.03,3470.000029,,3.933307595,515.2933234,48,587041,-18.766947,46.869107
Sierra Leone,2016,20.3,0.5,12.35,29280000,73.6,0.06,0,0.16,72.72727,591.51733,6,930.0000072,,6.055474029,501.4151655,111,71740,8.460555,-11.779889
Malawi,2017,12.7,1.6,21.66,3860000,75.94,0.19,0,1.9,90.909096,583.40607,3.32,1190.000057,,4.000030517,506.1372944,203,118484,-13.254308,34.301525
Malawi,2016,11,1.8,21.84,350000,78.69,0.15,0,2.05,93.181816,581.6119,3.36,1120.000005,,2.484040625,315.7779871,203,118484,-13.254308,34.301525
Madagascar,2018,36.5,0.9,7.51,5250000,83.74,1.29,0,0.98,43.171806,579.6003,8.5,3349.999905,,3.194356515,523.9459714,48,587041,-18.766947,46.869107
Sierra Leone,2017,23.4,0.6,13.16,380000,74.61,0.06,0,0.17,73.91304,573.70355,5.68,939.9999976,,4.192610074,496.6822949,111,71740,8.460555,-11.779889
Sierra Leone,2018,26.1,0.65,12.95,240000,75.95,0.06,0,0.2,76.92308,568.16583,5.51,860.0000143,,3.46460214,533.9915333,111,71740,8.460555,-11.779889
